metric,value
coord_only_vs_coord_plus_nuisance,1.0
coord_only_vs_crtr_learned,1.0
coord_only_vs_idm_learned,1.0
coord_only_vs_crtr_online_joint,1.0
coord_only_vs_idm_online_joint,1.0
coord_plus_nuisance_vs_crtr_learned,0.0
coord_plus_nuisance_vs_idm_learned,0.0
coord_plus_nuisance_vs_crtr_online_joint,0.0
coord_plus_nuisance_vs_idm_online_joint,0.0
crtr_learned_vs_idm_learned,1.0
crtr_learned_vs_crtr_online_joint,1.0
crtr_learned_vs_idm_online_joint,0.9102900579496203
idm_learned_vs_crtr_online_joint,1.0
idm_learned_vs_idm_online_joint,0.04883180541669252
crtr_online_joint_vs_idm_online_joint,5.8175218642375626e-08
