metric,value
coord_only_goal_vs_coord_plus_nuisance_goal,1.0
coord_only_goal_vs_crtr_learned_goal,1.0
coord_only_goal_vs_idm_learned_goal,0.0
coord_only_goal_vs_crtr_online_joint_goal,1.0388134796812665e-11
coord_only_goal_vs_idm_online_joint_goal,0.0
coord_plus_nuisance_goal_vs_crtr_learned_goal,0.4851982071120915
coord_plus_nuisance_goal_vs_idm_learned_goal,0.0
coord_plus_nuisance_goal_vs_crtr_online_joint_goal,0.0
coord_plus_nuisance_goal_vs_idm_online_joint_goal,0.0
crtr_learned_goal_vs_idm_learned_goal,0.0
crtr_learned_goal_vs_crtr_online_joint_goal,0.0
crtr_learned_goal_vs_idm_online_joint_goal,0.0
idm_learned_goal_vs_crtr_online_joint_goal,1.0
idm_learned_goal_vs_idm_online_joint_goal,1.0
crtr_online_joint_goal_vs_idm_online_joint_goal,0.0
